# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cpu_core/cycles/'
# Event count (approx.): 3777751798
#
# Overhead  Command  Shared Object      Symbol                                                                                                 
# ........  .......  .................  .......................................................................................................
#
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7afb35
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f64a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25d66
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952787
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f59b
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e8b62
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090b9
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e8d4
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ec18
     0.02%  p2pd     [vdso]             [.] 0x0000000000000b3a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a31f0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08a08
     0.02%  p2pd     p2pd               [.] net.(*netFD).connect
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec5d
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b872c7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea13d5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8d7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9375e5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81ac0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a99a
     0.02%  p2pd     p2pd               [.] bytes.(*Buffer).WriteByte
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a8c2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8de
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a636984
     0.02%  p2pd     p2pd               [.] runtime.deductSweepCredit
     0.02%  p2pd     [nf_tables]        [k] nft_rcv_nl_event
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b8902
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6df4
     0.02%  p2pd     p2pd               [.] runtime.duffcopy
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8c531
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994ad18
     0.02%  p2pd     p2pd               [.] net/netip.Addr.appendTo6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9e932
     0.02%  p2pd     p2pd               [.] github.com/huin/goupnp/soap.(*SOAPClient).PerformActionCtx
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae636
     0.02%  p2pd     p2pd               [.] runtime.(*pageAlloc).allocToCache
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f2eb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89926147
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec67e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899c10c8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9e93a
     0.02%  p2pd     p2pd               [.] runtime.mapaccess2_fast64
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5df4b6
     0.02%  p2pd     p2pd               [.] crypto/sha256.(*digest).Write
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/transport/quicreuse.(*reuse).gc
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd6457
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b73dd
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07ebb
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81ee5
     0.02%  p2pd     [nvidia_uvm]       [k] 0x0000000000156a9d
     0.02%  p2pd     p2pd               [.] sync.(*Pool).Put
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79dc8d
     0.02%  p2pd     p2pd               [.] runtime.schedule
     0.02%  p2pd     p2pd               [.] runtime.typedmemmove
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd56c7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9363d0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b728d0
     0.02%  p2pd     p2pd               [.] runtime.runtimer
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1cdb0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994304a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89be8640
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a09010
     0.02%  p2pd     [nf_tables]        [k] nft_meta_get_eval
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899c6d6f
     0.02%  p2pd     p2pd               [.] runtime.semacquire1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899122a4
     0.02%  p2pd     p2pd               [.] context.value
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a1f7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d7107
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff428c
     0.02%  p2pd     p2pd               [.] runtime.mapaccess1_faststr
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72be36
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f12e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60818
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c841e6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae866
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898a075f
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93181d
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e980
     0.02%  p2pd     p2pd               [.] internal/poll.(*FD).Read
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb53c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dfaf0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08ac4
     0.02%  p2pd     p2pd               [.] net.newLink
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a647475
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a9430
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f317
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a920d48
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899474a0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9373e0
     0.02%  p2pd     [igc]              [k] igc_xmit_frame_ring
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cebda
     0.02%  p2pd     p2pd               [.] runtime.runqsteal
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995428a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae634
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b872d4
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952586
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995bffe
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090aa
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0516
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f110
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8d28d
     0.02%  p2pd     p2pd               [.] net.IP.IsGlobalUnicast
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86bd7a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5df0d0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c89061
     0.02%  p2pd     p2pd               [.] net/http.Header.writeSubset
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e5d12
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e870
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a930db0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c07c
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976a2b
     0.02%  p2pd     p2pd               [.] net/http.(*Transport).dialConn
     0.02%  p2pd     p2pd               [.] time.sendTime
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8dcd
     0.02%  p2pd     p2pd               [.] net/netip.parseIPv4
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e0055
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89861d87
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73bc51
     0.02%  p2pd     p2pd               [.] sync.(*Pool).getSlow
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec7e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d6ea
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89900396
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89efb3f6
     0.02%  p2pd     p2pd               [.] sort.Sort
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6085c2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952d61
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89950c95
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972001
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a729b20
     0.02%  p2pd     p2pd               [.] runtime.globrunqget
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090a5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae646
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62e33f
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89ba20
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997215e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ccd329
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89950cb3
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d4e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964fa0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73e680
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9e9e5
     0.02%  p2pd     p2pd               [.] runtime.stopm
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995bff3
     0.02%  p2pd     p2pd               [.] runtime.deferreturn
     0.02%  p2pd     p2pd               [.] runtime.releaseSudog
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89977012
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0de82
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0de8b
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c085
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae63d
     0.02%  p2pd     p2pd               [.] runtime.(*lockTimer).begin
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae881
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1dc58
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a34de
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0d2b0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972040
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd1f60
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898cb957
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7aff1e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec68e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739fd3
     0.02%  p2pd     p2pd               [.] runtime.clearDeletedTimers
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa015ff
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69f4d7
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5eca1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec40
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b7144f
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5f23e9
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a937793
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e050
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c030
     0.02%  p2pd     p2pd               [.] runtime/internal/syscall.EpollWait
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fefaf6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a766
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c891c0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899468b5
     0.02%  p2pd     [nf_conntrack]     [k] nf_ct_seq_offset
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e8cd
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6366be
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdafe1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69956
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec7a
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5e7ef
     0.02%  p2pd     p2pd               [.] syscall.Syscall
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79de26
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a895b01
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec32
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d4010
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fea1bd
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89783d
     0.02%  p2pd     p2pd               [.] net/http.readTransfer
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c0d0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89949703
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899caa5d
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8def9
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b872d9
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b62b
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd0a10
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb0f0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8e4e8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd6430
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8dc6
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60211
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a917c77
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73bb31
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8dc
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899530d2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89933eb0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c84211
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899454b7
     0.02%  p2pd     p2pd               [.] internal/poll.(*FD).destroy
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899003d4
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a9a0
     0.02%  p2pd     p2pd               [.] runtime.netpollready
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a3890
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cebd1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964ee2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c3e8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72aa45
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a9f0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7c1
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8cda
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ee720
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0d2c5
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b872c4
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-yamux/v4.(*Session).extendKeepalive
     0.02%  p2pd     [vdso]             [.] 0x0000000000000ab0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b52e
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8ce2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899eff50
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899effaa
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdafe8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69f4d8
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936d41
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89805730
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b82c30
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0aaad8
     0.02%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p-kad-dht.(*IpfsDHT).GetClosestPeers.(*IpfsDHT).pmGetClosestPeers.func2
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec3b0
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998ea13
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a06e42
     0.02%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a06f0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a9b4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec6fc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995252e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f751
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0d38d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff033f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89810490
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c0e3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9364fa
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936d29
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6db0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ead10
     0.01%  p2pd     p2pd               [.] context.(*backgroundCtx).Done
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ae4620
     0.01%  p2pd     p2pd               [.] runtime.save
     0.01%  p2pd     p2pd               [.] runtime.suspendG
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f50a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b34f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952df4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89862270
     0.01%  p2pd     p2pd               [.] runtime.(*pollCache).alloc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c0ae
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bc2b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b0a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090dd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa01190
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8986238f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81eb0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fc1e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07119
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81e80
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87a2b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b6203
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73bb88
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89942f00
     0.01%  p2pd     p2pd               [.] runtime.bgsweep
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d4410
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7075b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5defa0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae86a
     0.01%  p2pd     p2pd               [.] runtime.gcPaceScavenger
     0.01%  p2pd     p2pd               [.] runtime.gcMarkDone
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8c4a
     0.01%  p2pd     p2pd               [.] runtime.(*gcControllerState).addIdleMarkWorker
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a920a22
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bf39d5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a073ab
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e2f4d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed9e1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4228
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fa2378
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd4765
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/peerstore/pstoremem.(*pstoremem).RecordLatency
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936210
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a63684a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60988
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89965400
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61e7a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fd10
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa0007d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89965253
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60256
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89caf081
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8cbc
     0.01%  p2pd     [vdso]             [.] 0x0000000000000b0c
     0.01%  p2pd     p2pd               [.] net.ipToSockaddrInet4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8986237d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b4bd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8e5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79de75
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b878bd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e80cb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f650
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a731
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a0be
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d30
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fc04
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f5df
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae655
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971b22
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c1d2be
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f68c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899c10bf
     0.01%  p2pd     [nf_conntrack]     [k] nf_conntrack_in
